,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2.0,2.5648788741059674,3.501144105244374,5.052970050903469,7.62000693072942,11.86372174955222,18.863961716116492,30.33582865481835,49.0770264995404,79.26042927039694,127.18259183643988,201.32966170367263,311.5487376108851,468.2162286267318,677.9933172279896,940.1022371725513,1246.9138658319462,1585.7030196961314,1943.7267884115995,2309.505465731921
1,2.0,2.210964862697004,2.5525138509231353,3.105089887052005,3.9990091728840884,5.4395496439539315,7.76447295634186,11.493034337396953,17.437210325143823,26.857027811099712,41.51668589601596,63.96254800269895,97.29492909023175,144.80342787922834,209.23319663191137,291.7941522078809,391.68585458031555,506.1150603522105,631.4613998796092,764.4053861507518
2,6.0,9.036398495402633,13.69984261441877,20.848450392414122,31.756304606257707,48.3264713365857,73.27194522315676,110.36992652580355,164.68290522035744,242.18678265272393,349.30603403604516,491.7525776462488,,,,,,,,
3,2.0,2.764221806696133,4.056966898412846,6.243901838539591,9.93364911655165,16.159481570009795,26.617673734618876,44.08061951494736,73.06140020000554,120.31057267064887,195.94058988831182,312.74314761635526,484.6808586997297,723.5399709562246,,,,,,
4,2.0,2.311246126078618,2.775338922481702,3.466798449938227,4.496984072754213,6.027029303657091,8.299284112762304,11.666171196306008,16.623814632653563,23.89200311513448,34.4735614316795,49.64537692742377,71.10333211759337,100.86205413967902,140.86701116593335,192.89757256723232,257.9599532107304,,,
5,3.0,5.667218119555796,9.752547788697353,16.008148589708526,25.56424365652186,40.14687019442909,62.33480351628228,95.8830079465669,146.3574395460791,221.49056675159855,331.5271982695766,489.71903207848317,,,,,,,,
6,4.0,9.73026610347171,16.57566112252781,24.744524406793776,34.479846700413354,46.06315176035884,59.82164326769647,76.1304474165196,95.4126217796142,118.13921077075776,,,,,,,,,,
7,3.0,3.4377535330741966,4.346601347150355,6.215937333368124,9.983870297175548,17.288243276770974,30.58934821830738,52.422730249061594,83.8942859463476,123.75262533489877,169.4299884704383,218.35059136970042,,,,,,,,
8,2.0,2.6355437173094987,4.269078088070754,8.434666692997773,18.861124064159913,43.78410028149673,97.70578871738661,196.73785950434677,342.6923780370825,520.0417434110607,710.4110603858383,,,,,,,,,
9,5.0,9.05243192161069,15.170166576673598,24.209623006386515,37.214444524845234,55.2260817733988,79.02083699172043,108.83665781422073,144.14530484793306,,,,,,,,,,,
10,6.0,9.354744381445778,14.728168988095177,23.059415946868686,35.452452169491806,52.827368613152544,75.60394964704687,103.33678605249324,134.97604066462395,,,,,,,,,,,
11,2.0,2.0990906474525275,2.2926474813176148,2.666807324234981,3.374200974912839,4.6668442121155245,6.880550295875403,10.36605136129695,15.278363340050054,21.456170244458892,28.568992712266642,36.25660752716546,44.23589118055615,52.34631341900729,,,,,,
12,2.0,2.185580279004164,2.736474582870952,4.274406383383225,7.995828987406397,14.965846030082474,24.801590022190755,36.153645291822265,48.039562692189946,60.01890905327424,71.93019362162272,,,,,,,,,
13,2.0,2.297460500252315,3.8375217272486064,11.178667806366278,37.18155533880743,89.48052029144975,155.30677395216526,224.04789898028045,292.6047473207666,360.33115698321643,,,,,,,,,,
14,4.0,6.0044256273363565,8.998225202098272,13.419347984987832,19.84192900215328,28.98372580942463,41.59594242470347,58.374019265263286,,,,,,,,,,,,
15,3.0,2.999999998571727,2.999999998346653,2.9999999983114485,2.9999999983059467,2.9999999983050873,2.9999999983049532,,,,,,,,,,,,,
